"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2010-05-06",45.279999,46.02,40.560001,43.68,4470100,35.122078
"2010-05-07",43.669998,44.110001,42.07,42.540001,2687800,34.205425
"2010-05-10",44.43,45.68,44.18,45.650002,2967100,36.706093
"2010-05-11",45.07,47.169998,45.07,46.18,4691500,37.132267
"2010-05-12",46.34,46.459999,45.740002,46.32,2392600,37.24485
"2010-05-13",46.09,46.139999,45.25,45.25,1513500,36.384468
"2010-05-14",44.75,44.75,42.84,43.389999,3407500,34.888893
"2010-05-17",43.400002,44.02,42.240002,43.18,2938400,34.720039
"2010-05-18",43.66,43.939999,41.119999,41.41,4728600,33.296814
"2010-05-19",41.009998,41.799999,40.549999,41.240002,4360200,33.16013
"2010-05-20",40.139999,40.41,38.139999,38.509998,7622200,30.964994
"2010-05-21",37.830002,40.470001,37.389999,40.41,5193100,32.492741
"2010-05-24",40.450001,40.450001,38.919998,39.009998,3253200,31.367037
"2010-05-25",37.849998,38.529999,36.82,38.450001,8755500,30.916754
"2010-05-26",39.080002,39.830002,38.66,38.720001,4479000,31.133848
"2010-05-27",39.490002,40.990002,39.130001,40.939999,3462300,32.918903
"2010-05-28",40.790001,40.860001,39.540001,39.790001,2133800,31.994219
"2010-06-01",39.380001,39.68,38.720001,38.790001,2327700,31.190138
"2010-06-02",39.110001,40.34,38.459999,40.299999,2735400,32.404293
"2010-06-03",40.310001,40.57,39.610001,40.240002,2268300,32.356052
"2010-06-04",39.220001,39.509998,38.259998,38.41,3077600,30.88459
"2010-06-07",38.59,38.98,37.5,37.529999,2805600,30.177002
"2010-06-08",37.689999,38.23,36.73,38.119999,3765300,30.651405
"2010-06-09",38.419998,39.32,37.75,37.889999,2507900,30.466465
"2010-06-10",38.400002,39.150002,38.130001,39.07,2253000,31.415277
"2010-06-11",38.639999,39.529999,38.619999,39.470001,1666100,31.736906
"2010-06-14",39.779999,40.450001,39.439999,39.48,2278600,31.744951
"2010-06-15",39.900002,40.630001,39.650002,40.549999,1855600,32.60532
"2010-06-16",40.240002,41.060001,40.029999,40.740002,2184300,32.758083
"2010-06-17",40.959999,40.959999,39.41,39.93,1924800,32.106781
"2010-06-18",40.09,40.09,39.549999,39.759998,1916200,31.970087
"2010-06-21",40.360001,40.720001,39.580002,39.75,1576600,31.962051
"2010-06-22",39.740002,40.279999,39.049999,39.110001,1766400,31.447451
"2010-06-23",39.240002,39.349998,38.450001,38.650002,1592200,31.077574
"2010-06-24",38.41,38.560001,37.650002,37.759998,1732900,30.361935
"2010-06-25",38.16,38.720001,37.490002,38.490002,2959100,30.948921
"2010-06-28",38.580002,38.639999,37.939999,38.049999,1177100,30.595118
"2010-06-29",38.02,38.02,35.849998,35.990002,5362100,28.938726
"2010-06-30",36.099998,36.869999,36.029999,36.130001,3811500,29.051296
"2010-07-01",36.049999,36.380001,34.68,35.830002,3313900,28.810072
"2010-07-02",36.169998,36.529999,35.700001,36.18,3733400,29.091501
"2010-07-06",36.889999,37.419998,36.049999,36.470001,2830500,29.324682
"2010-07-07",36.66,38.16,36.619999,38.139999,3152000,30.667484
"2010-07-08",38.689999,39.330002,37.720001,38.220001,2770300,30.731817
"2010-07-09",38.23,39.09,37.939999,39,1448100,31.358995
"2010-07-12",38.849998,38.849998,38.139999,38.610001,1544600,31.045387
"2010-07-13",39.060001,39.740002,39.02,39.580002,2036200,31.825369
"2010-07-14",39.310001,39.619999,38.880001,39.419998,2066000,31.696705
"2010-07-15",39.459999,39.650002,38.48,39.200001,2311700,31.519812
"2010-07-16",38.669998,38.919998,37.41,37.549999,3344700,30.193077
"2010-07-19",37.66,37.810001,36.959999,37.700001,1754600,30.313696
"2010-07-20",36.900002,38.41,36.810001,38.380001,2031500,30.860476
"2010-07-21",39.009998,39.009998,37.169998,37.310001,2422500,30.000107
"2010-07-22",37.830002,39,37.759998,38.830002,2247600,31.222288
"2010-07-23",38.650002,39.099998,38.25,38.650002,2528400,31.077574
"2010-07-26",38.689999,38.759998,38.150002,38.5,4472100,30.956953
"2010-07-27",38.860001,39.099998,38.360001,38.740002,3247100,31.149937
"2010-07-28",38.48,38.810001,38.169998,38.279999,2536800,30.780054
"2010-07-29",42.66,43.82,41.119999,42.98,8814300,34.559216
"2010-07-30",42.279999,42.799999,42.049999,42.389999,4416600,34.084808
"2010-08-02",43.169998,43.639999,42.619999,43.610001,3261500,35.065777
"2010-08-03",43.509998,43.540001,42.560001,42.82,2987000,34.430565
"2010-08-04",42.799999,43.279999,42.470001,43.23,1816800,34.906967
"2010-08-05",42.889999,43.450001,42.57,43.400002,1719500,35.04425
"2010-08-06",42.790001,43.220001,42.259998,42.950001,2476000,34.680893
"2010-08-09",43.349998,44.110001,43.09,43.919998,1963000,35.464123
"2010-08-10",43.509998,44.470001,42.900002,44.220001,2916200,35.706367
"2010-08-11",43.360001,43.709999,43,43.049999,5374000,34.761631
"2010-08-12",42.27,43.07,42.18,42.77,3405300,34.535538
"2010-08-13",42.689999,43.25,42.169998,42.200001,2341200,34.075287
"2010-08-16",41.919998,42.860001,41.740002,42.540001,1992300,34.349819
"2010-08-17",43.080002,44.610001,42.880001,44.52,3244600,35.948624
"2010-08-18",44.450001,45.060001,44.049999,44.720001,3054000,36.110111
"2010-08-19",44.439999,44.77,43.419998,43.450001,2655600,35.08461
"2010-08-20",43.040001,43.369999,42.279999,43.130001,2763400,34.826225
"2010-08-23",43.150002,43.619999,43.040001,43.209999,1925600,34.890823
"2010-08-24",42.529999,43.240002,42.18,42.189999,3842600,34.0672
"2010-08-25",41.970001,42.77,40.790001,42.560001,3499900,34.365971
"2010-08-26",42.860001,43.09,42,42.189999,2573500,34.0672
"2010-08-27",42.549999,43.720001,41.84,43.709999,2829100,35.294567
"2010-08-30",43.470001,43.810001,43.169998,43.23,3183900,34.906967
"2010-08-31",42.66,43.709999,42.650002,43.580002,3415000,35.189598
"2010-09-01",44.209999,45.810001,44.209999,45.75,4046200,36.941799
"2010-09-02",45.639999,46.220001,45.630001,46.169998,2725600,37.280937
"2010-09-03",46.639999,47.27,46.419998,47.220001,3110100,38.128788
"2010-09-07",46.700001,46.93,46.049999,46.439999,2330300,37.498955
"2010-09-08",46.529999,47.619999,46.48,46.990002,1752300,37.943062
"2010-09-09",47.779999,47.889999,46.900002,47.23,1960900,38.136852
"2010-09-10",47.360001,47.360001,46.740002,47.209999,1779500,38.120705
"2010-09-13",47.98,48.209999,47.799999,48.200001,2292400,38.920097
"2010-09-14",47.939999,48.279999,47.580002,47.790001,2177500,38.589039
"2010-09-15",47.290001,47.599998,47.150002,47.41,3036300,38.282196
"2010-09-16",47.27,47.66,46.98,47.360001,2030300,38.241833
"2010-09-17",47.740002,48.049999,47.43,47.619999,2332100,38.451775
"2010-09-20",47.860001,48.509998,47.720001,48.380001,1617200,39.06546
"2010-09-21",48.200001,48.549999,47.77,47.93,2217600,38.702084
"2010-09-22",47.650002,48.23,46.5,46.52,2956100,37.563557
"2010-09-23",46,46.490002,45.759998,45.849998,2627000,37.022541
"2010-09-24",46.41,47.419998,46.400002,47.240002,1924500,38.144932
"2010-09-27",47.23,47.419998,46.759998,47.07,1660500,38.007656
"2010-09-28",47.400002,47.77,46.470001,47.689999,1939200,38.508297
"2010-09-29",47.400002,48.110001,47.169998,47.919998,2114800,38.694004
"2010-09-30",48.369999,48.799999,47.330002,47.330002,3130700,38.217606
"2010-10-01",47.82,48.080002,47.130001,47.759998,1905200,38.564808
"2010-10-04",47.59,48.060001,47.029999,47.869999,2416100,38.653637
"2010-10-05",48.32,49.720001,47.549999,49.48,2882200,39.953659
"2010-10-06",49.439999,50.169998,49.18,50.16,2589500,40.50275
"2010-10-07",50.18,50.639999,49.709999,50,2220600,40.373554
"2010-10-08",49.75,50.169998,49.169998,49.93,3071800,40.317039
"2010-10-11",49.880001,50.009998,49.459999,49.700001,1748500,40.13131
"2010-10-12",49.580002,50.02,49.189999,49.959999,2070100,40.341255
"2010-10-13",50.23,50.790001,49.959999,50.130001,2403700,40.478527
"2010-10-14",49.919998,50.639999,49.630001,50.240002,2236100,40.567348
"2010-10-15",50.650002,50.73,49.630001,49.93,2760200,40.317039
"2010-10-18",50.009998,51.450001,49.77,51.400002,1568800,41.504021
"2010-10-19",50.73,51.700001,50.360001,50.650002,2486200,40.898418
"2010-10-20",50.689999,51.669998,50.599998,51.25,1776100,41.382896
"2010-10-21",51.619999,52.099998,50.950001,51.34,1806400,41.45557
"2010-10-22",51.5,51.889999,50.91,51.02,1832900,41.197166
"2010-10-25",51.57,51.91,51.09,51.189999,1684600,41.33445
"2010-10-26",51.02,51.23,50.529999,50.57,1903500,40.833813
"2010-10-27",50.119999,51.130001,50.049999,50.849998,2068000,41.059895
"2010-10-28",52.529999,53.860001,52.419998,53.43,3633800,43.143185
"2010-10-29",53.369999,53.439999,51.669998,51.689999,2870300,41.738174
"2010-11-01",51.709999,51.990002,51.07,51.380001,2267100,41.487862
"2010-11-02",51.91,52.419998,51.860001,52.290001,1568900,42.222664
"2010-11-03",52.32,52.380001,51.41,52.189999,1826100,42.141907
"2010-11-04",52.799999,53.790001,52.560001,53.73,2070300,43.535576
"2010-11-05",53.82,55.060001,53.619999,55.02,2116500,44.580814
"2010-11-08",54.93,54.990002,54.07,54.450001,1954100,44.118965
"2010-11-09",54.509998,54.709999,53.240002,53.48,1959400,43.333
"2010-11-10",53.419998,54.150002,53,54.09,1409900,43.827271
"2010-11-11",53.419998,54.060001,53.18,53.709999,1151300,43.519367
"2010-11-12",53.299999,53.439999,52.330002,52.93,1239600,42.887367
"2010-11-15",53.169998,53.540001,52.540001,52.599998,1361400,42.619972
"2010-11-16",52.16,52.389999,51.169998,51.720001,2245700,41.906929
"2010-11-17",51.849998,51.98,51.290001,51.48,1465400,41.712475
"2010-11-18",52.220001,53.060001,52.07,52.59,1232500,42.61187
"2010-11-19",52.450001,52.650002,51.98,52.41,1296400,42.466019
"2010-11-22",52.200001,52.360001,51.639999,51.98,1492900,42.117603
"2010-11-23",51.279999,51.529999,50.919998,51.290001,1995800,41.558525
"2010-11-24",51.32,52.25,51.32,52.200001,1330200,42.295868
"2010-11-26",51.59,52.189999,51.34,51.810001,564700,41.979862
"2010-11-29",51.400002,52.740002,50.619999,52.529999,2147500,42.563267
"2010-11-30",51.810001,52.310001,51.709999,51.84,2428100,42.004173
"2010-12-01",52.700001,53.119999,52.529999,52.98,1269800,42.927868
"2010-12-02",52.939999,53.860001,52.73,53.709999,2153600,43.519367
"2010-12-03",53.41,54.240002,53.139999,54.139999,2171500,43.867775
"2010-12-06",53.950001,54.110001,53.650002,53.98,1487600,43.738136
"2010-12-07",54.580002,55,54.34,54.68,2303000,44.305321
"2010-12-08",54.830002,55.380001,54.419998,55.349998,2068100,44.848206
"2010-12-09",55.860001,57,55.279999,55.880001,1762800,45.27763
"2010-12-10",56.060001,56.060001,55.439999,55.669998,2062800,45.107498
"2010-12-13",56,56.369999,55.360001,55.869999,1873700,45.269539
"2010-12-14",55.919998,55.970001,54.830002,55.119999,1571300,44.661842
"2010-12-15",55.029999,55.720001,55.029999,55.09,1517200,44.637535
"2010-12-16",55.049999,55.849998,54.880001,55.740002,2281500,45.164207
"2010-12-17",55.470001,55.68,55.16,55.200001,2604100,44.72665
"2010-12-20",55.470001,55.470001,54.689999,54.900002,1623600,44.483585
"2010-12-21",55.279999,57.669998,55.080002,57.610001,4444500,46.679405
"2010-12-22",57.540001,57.990002,57.330002,57.959999,1770200,46.962994
"2010-12-23",57.720001,57.939999,57.419998,57.73,1472500,46.776627
"2010-12-27",57.360001,57.869999,57.32,57.740002,889300,46.784748
"2010-12-28",57.73,58.130001,57.549999,57.759998,931900,46.800941
"2010-12-29",57.860001,58.169998,57.73,57.970001,1061000,46.971092
"2010-12-30",57.93,58.169998,57.549999,57.669998,1682900,46.728012
"2010-12-31",57.509998,57.639999,57.16,57.549999,1434900,46.630783
"2011-01-03",58.220001,59.560001,58.209999,59.34,2364900,48.081165
"2011-01-04",59.41,59.560001,58.529999,58.939999,2306300,47.75705
"2011-01-05",58.740002,59.959999,58.580002,59.889999,1867200,48.526806
"2011-01-06",59.82,60.32,59.619999,60.080002,1474300,48.680759
"2011-01-07",60.299999,60.639999,59.41,60.259998,1831700,48.826607
"2011-01-10",59.849998,60.23,59.150002,60.009998,1477800,48.624039
"2011-01-11",60.220001,60.919998,60.009998,60.860001,2233100,49.312767
"2011-01-12",61.389999,61.82,60.849998,61.099998,1815800,49.507225
"2011-01-13",61.220001,61.59,60.16,60.529999,2007900,49.045383
"2011-01-14",60.509998,60.939999,59.970001,60.880001,2183700,49.328976
"2011-01-18",60.970001,61.119999,60.650002,61,1673300,49.426212
"2011-01-19",60.720001,60.880001,59.759998,59.91,1338600,48.543022
"2011-01-20",59.93,60.349998,59.130001,59.619999,1183300,48.308029
"2011-01-21",59.970001,60.799999,59.970001,60.360001,1217900,48.907635
"2011-01-24",60.209999,61.259998,59.990002,61,1192100,49.426212
"2011-01-25",60.73,61.130001,60.119999,61.110001,1522700,49.515339
"2011-01-26",61.25,61.799999,60.91,61.07,1290000,49.482929
"2011-01-27",61.34,62.560001,61.259998,62.490002,1355400,50.633514
"2011-01-28",62.32,62.740002,60.279999,60.310001,1651200,48.867115
"2011-01-31",60.689999,62.09,60.459999,61.650002,1740200,49.952869
"2011-02-01",62.18,63.009998,62.150002,62.919998,1591200,50.981899
"2011-02-02",61.889999,62.75,61.720001,62.470001,2052700,50.617287
"2011-02-03",58.799999,59.27,57.290001,58.18,8080000,47.141262
"2011-02-04",57.959999,58.290001,57.77,58.080002,3521700,47.060226
"2011-02-07",58.130001,58.91,58.080002,58.700001,3048600,47.562584
"2011-02-08",58.5,60.279999,58.5,60.139999,3761200,48.729385
"2011-02-09",59.82,61.900002,59.75,61.209999,3758500,49.745239
"2011-02-10",60.52,61.919998,59.849998,61.889999,2074200,50.297882
"2011-02-11",62.48,64.010002,62.32,63.869999,3233500,51.907024
"2011-02-14",63.84,64.800003,63.639999,64.290001,3896700,52.248356
"2011-02-15",63.810001,64.459999,63.25,63.400002,2348400,51.525059
"2011-02-16",63.810001,64.510002,63.77,64.360001,1760700,52.305252
"2011-02-17",64.269997,64.480003,63.610001,64.290001,1578300,52.248356
"2011-02-18",64.370003,65.120003,64.010002,64.730003,1494900,52.605949
"2011-02-22",63.709999,64.209999,62.66,63.130001,1853000,51.305614
"2011-02-23",63.16,63.75,62.27,63.310001,2190400,51.4519
"2011-02-24",63.139999,63.849998,62.099998,63.299999,1944200,51.443794
"2011-02-25",63.759998,64,62.970001,63.52,1431100,51.62257
"2011-02-28",63.84,64,62.849998,63.32,1485200,51.460045
"2011-03-01",63.639999,64,62.110001,62.740002,1702700,50.988682
"2011-03-02",62.68,62.91,61.549999,61.799999,1719200,50.224735
"2011-03-03",62.43,64.199997,62.43,64,1927800,52.012676
"2011-03-04",63.66,63.82,62.439999,63.27,1991500,51.419407
"2011-03-07",63.540001,64.139999,62.470001,62.689999,1600100,50.94804
"2011-03-08",62.73,63.849998,62.41,63.490002,1775400,51.598202
"2011-03-09",63.34,63.689999,62.07,62.209999,2174700,50.557945
"2011-03-10",61.389999,62.419998,60.59,61.700001,2297600,50.143463
"2011-03-11",61.509998,62.360001,61.07,62.18,1462400,50.533569
"2011-03-14",61.68,61.790001,60.310001,61.560001,1923800,50.029694
"2011-03-15",59.16,60.279999,58.75,59.950001,3071400,48.721245
"2011-03-16",59.82,60.07,57.970001,58.630001,2638200,47.648479
"2011-03-17",59.799999,60.380001,59.369999,59.830002,1984500,48.623718
"2011-03-18",60.849998,61.59,60.41,61.220001,2423100,49.75338
"2011-03-21",62.18,62.189999,61.080002,61.18,2264400,49.720871
"2011-03-22",61.049999,61.119999,59.48,59.5,3288000,48.355534
"2011-03-23",59.099998,60.110001,58.639999,59.740002,2782700,48.550579
"2011-03-24",60.029999,60.299999,59.209999,60.259998,1920100,48.973183
"2011-03-25",60.259998,61.119999,60.009998,60.860001,1875000,49.460808
"2011-03-28",60.77,61.400002,60.639999,60.939999,1520700,49.525822
"2011-03-29",60.779999,61.240002,60.650002,61.200001,1783900,49.737118
"2011-03-30",61.610001,61.849998,61.279999,61.400002,1555000,49.899662
"2011-03-31",61.330002,61.470001,60.959999,61.080002,1473600,49.639606
"2011-04-01",61.630001,62.529999,61.48,62.48,1676500,50.77737
"2011-04-04",62.419998,62.950001,62.360001,62.619999,1186600,50.891144
"2011-04-05",62.369999,62.490002,61.68,62.02,1073000,50.403538
"2011-04-06",62.369999,62.540001,61.380001,61.52,1493300,49.997189
"2011-04-07",61.57,63.66,61.529999,63.07,2918700,51.25687
"2011-04-08",63.5,63.779999,62.700001,62.93,1216000,51.143093
"2011-04-11",62.84,63.450001,62.119999,62.41,1168300,50.720482
"2011-04-12",62.099998,62.759998,61.759998,62.049999,1537900,50.427925
"2011-04-13",62.470001,62.919998,61.48,61.84,1054400,50.25724
"2011-04-14",61.529999,61.73,61.189999,61.419998,1072800,49.915894
"2011-04-15",61.75,61.939999,61.110001,61.610001,1311100,50.07032
"2011-04-18",60.779999,61.639999,60.470001,61.34,2178500,49.850899
"2011-04-19",61.400002,61.810001,60.91,61.209999,1165900,49.745239
"2011-04-20",62.150002,62.52,61.77,62.299999,1176600,50.631084
"2011-04-21",62.43,63.610001,62.150002,63.52,1381700,51.62257
"2011-04-25",63.400002,63.540001,62.18,62.619999,1342700,50.891144
"2011-04-26",60.720001,62.099998,60.400002,60.880001,4100000,49.477055
"2011-04-27",61.130001,61.23,59.830002,61.040001,2632200,49.607098
"2011-04-28",61.099998,62.400002,61,62.169998,1945800,50.525436
"2011-04-29",62.200001,62.389999,61.700001,62.060001,1587900,50.436043
"2011-05-02",62.369999,62.52,61.610001,61.73,1378200,50.167858
"2011-05-03",61.279999,61.759998,60.849998,61.709999,1339200,50.151596
"2011-05-04",61.189999,61.439999,59.810001,60.490002,2309500,49.344025
"2011-05-05",59.990002,60.619999,59.740002,60.060001,1878400,48.993244
"2011-05-06",60.560001,61.700001,60.560001,61.200001,2704800,49.923187
"2011-05-09",61.509998,62.009998,61.200001,61.919998,1683100,50.510525
"2011-05-10",62.049999,63.330002,61.990002,63.029999,2270100,51.415981
"2011-05-11",62.75,63.68,62.220001,62.509998,1738000,50.991798
"2011-05-12",62.43,63.400002,62.009998,63.360001,1900000,51.685192
"2011-05-13",63.290001,63.459999,61.919998,62.400002,1916400,50.902084
"2011-05-16",62.18,62.830002,61.880001,61.970001,1123100,50.551315
"2011-05-17",61.849998,61.880001,60.66,61.5,1814300,50.167912
"2011-05-18",61.580002,62.990002,61.18,62.889999,1696500,51.301785
"2011-05-19",62.990002,63.669998,62.419998,63.43,2558000,51.74229
"2011-05-20",63.23,63.5,62.060001,62.169998,1301600,50.714455
"2011-05-23",61.41,61.599998,60.93,61.009998,1447700,49.768188
"2011-05-24",61.119999,61.330002,60.299999,60.48,1656700,49.335857
"2011-05-25",60.110001,61.09,59.630001,60.630001,1798300,49.458221
"2011-05-26",60.450001,60.73,59.950001,60.369999,2494000,49.246128
"2011-05-27",60.669998,60.700001,60.23,60.369999,1635900,49.246128
"2011-05-31",61.110001,61.299999,60.740002,61.23,1827400,49.947662
"2011-06-01",60.869999,60.869999,58.73,58.82,2646000,47.981739
"2011-06-02",58.790001,59.310001,58.009998,58.990002,2071800,48.120419
"2011-06-03",58.209999,59.240002,57.740002,58.23,1585200,47.50045
"2011-06-06",57.970001,58.290001,56.880001,56.919998,1545500,46.431816
"2011-06-07",57.27,57.549999,56.389999,56.439999,2492100,46.040276
"2011-06-08",56.400002,56.610001,55.68,55.740002,1683800,45.469265
"2011-06-09",55.84,57.639999,55.75,57.290001,2310300,46.733654
"2011-06-10",56.860001,56.91,55.700001,56.040001,1817900,45.713978
"2011-06-13",56.09,56.23,55.310001,56.009998,2091600,45.689507
"2011-06-14",56.84,57.459999,56.689999,56.98,1513900,46.48077
"2011-06-15",56.610001,56.950001,55.630001,55.759998,1852000,45.485565
"2011-06-16",55.759998,56.41,55.41,55.98,1629400,45.665028
"2011-06-17",56.57,57,56.299999,56.66,2216800,46.219738
"2011-06-20",56.310001,57.009998,56.139999,56.549999,1300100,46.130009
"2011-06-21",56.75,57.630001,56.75,57.34,1330900,46.774429
"2011-06-22",57.029999,57.27,56.029999,56.110001,1743300,45.771072
"2011-06-23",55.400002,56.220001,54.869999,56.130001,1932600,45.787407
"2011-06-24",56.119999,56.450001,54.720001,55.400002,3543900,45.191906
"2011-06-27",55.209999,56.080002,55.130001,55.810001,1684300,45.52636
"2011-06-28",55.990002,56.32,55.82,56.119999,1142100,45.779243
"2011-06-29",56.580002,57.330002,56.580002,57.189999,2283100,46.652081
"2011-06-30",57.41,58,57.029999,57.68,2104600,47.051788
"2011-07-01",57.619999,58.59,57.59,58.389999,1523100,47.630962
"2011-07-05",58.150002,58.209999,57.400002,57.470001,1621600,46.880482
"2011-07-06",57.25,58.509998,56.93,58.509998,2746000,47.728863
"2011-07-07",59.150002,59.490002,59.040001,59.220001,2117800,48.308025
"2011-07-08",58.259998,58.360001,57.43,58.139999,2210400,47.427017
"2011-07-11",57,57.18,54.779999,54.959999,2631700,44.832981
"2011-07-12",54.599998,56.75,54.580002,55.66,3134700,45.404003
"2011-07-13",56.07,56.779999,55.700001,55.869999,1955100,45.575294
